Key:
0 = Open
1 = Wall
2 = Stairs
3 = Treasure
4 = Gather
5 = Door
6 = FOE Spawn point
Shortcuts:
7 = Left
8 = Right
9 = Up

1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1\
1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,3,0,0,0,1,1,1,1,1,1 |
1,1,1,1,1,1,1,1,1,1,0,1,3,0,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1  A
1,0,3,0,1,1,1,1,1,1,0,1,3,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1 |
1,0,0,0,1,0,0,0,1,1,0,1,3,0,0,1,1,1,1,0,1,0,1,1,1,1,1,5,1,1,1,1,1,1,1/
1,0,0,0,5,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1\
1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,5,0,6,3,1,1,1,1,1,1 |
1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1  B
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1 |
1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,7,0,1,0,1,1,0,0,0,1,1,1,1,1,1/
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,5,0,6,3,1,1,1,1,1,1\
1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1 |
1,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1  C
1,E,1,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1 |
1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,5,1,0,0,0,1,0,1,0,0,5,0,6,3,1,1,1,1,1,1/
1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1\
1,0,4,0,1,1,0,1,1,0,4,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1 |
1,0,E,0,1,0,0,0,7,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1  D
1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,8,0,0,0,0,0,0,0,0,1,1,1,1,1,1 |
1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1/
1,1,1,0,1,1,2,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1\
1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,E,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 |
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1  E
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 |
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1/
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1\
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 |
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1  F
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1 |
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1/
